source	offset_hex	path	confidence
binary_strings_and_symbols	0x3c99109	/v1/gonum/blas/gonum..stmp_247	binary_string_candidate
binary_strings_and_symbols	0x3c99043	/v1/gonum/blas/gonum..stmp_28	binary_string_candidate
binary_strings_and_symbols	0x3c99131	/v1/gonum/blas/gonum..stmp_282	binary_string_candidate
binary_strings_and_symbols	0x3c99159	/v1/gonum/blas/gonum..stmp_299	binary_string_candidate
binary_strings_and_symbols	0x3c98ec2	/v1/gonum/blas/gonum..stmp_3	binary_string_candidate
binary_strings_and_symbols	0x3c9906a	/v1/gonum/blas/gonum..stmp_31	binary_string_candidate
binary_strings_and_symbols	0x3c98ee8	/v1/gonum/blas/gonum..stmp_4	binary_string_candidate
binary_strings_and_symbols	0x3c98f0e	/v1/gonum/blas/gonum..stmp_5	binary_string_candidate
binary_strings_and_symbols	0x3c98f34	/v1/gonum/blas/gonum..stmp_7	binary_string_candidate
binary_strings_and_symbols	0x3c99181	/v1/gonum/blas/gonum..stmp_742	binary_string_candidate
binary_strings_and_symbols	0x3c98f5a	/v1/gonum/blas/gonum..stmp_9	binary_string_candidate
binary_strings_and_symbols	0x2c114aa	/v1/gonum/blas/gonum.blocks	binary_string_candidate
binary_strings_and_symbols	0x2c116f0	/v1/gonum/blas/gonum.dcabs1	binary_string_candidate
binary_strings_and_symbols	0x2c1147e	/v1/gonum/blas/gonum.dgemm	binary_string_candidate
binary_strings_and_symbols	0x2c1145c	/v1/gonum/blas/gonum.max	binary_string_candidate
binary_strings_and_symbols	0x2c12405	/v1/gonum/blas/gonum.min	binary_string_candidate
binary_strings_and_symbols	0x2c11a8f	/v1/gonum/blas/gonum.scabs1	binary_string_candidate
binary_strings_and_symbols	0x2c13779	/v1/gonum/blas/gonum.sgemm	binary_string_candidate
binary_strings_and_symbols	0x2c11535	/v1/gonum/blas/gonum.slice	binary_string_candidate
binary_strings_and_symbols	0x2c1c164	/v1/gonum/floats	binary_string_candidate
binary_strings_and_symbols	0x2c117b0	/v1/gonum/internal/asm/c128	binary_string_candidate
binary_strings_and_symbols	0x2c11b4f	/v1/gonum/internal/asm/c64	binary_string_candidate
binary_strings_and_symbols	0x2c11c6d	/v1/gonum/internal/asm/c64.conj	binary_string_candidate
binary_strings_and_symbols	0x2c111e2	/v1/gonum/internal/asm/f32	binary_string_candidate
binary_strings_and_symbols	0x2c10e13	/v1/gonum/internal/asm/f64	binary_string_candidate
binary_strings_and_symbols	0x2c12798	/v1/gonum/internal/cmplx64	binary_string_candidate
binary_strings_and_symbols	0x2c110a1	/v1/gonum/internal/math32	binary_string_candidate
binary_strings_and_symbols	0x108b6f0	/v1/gonum/lapack	binary_string_candidate
binary_strings_and_symbols	0x10a0944	/v1/gonum/lapack/gonum	binary_string_candidate
binary_strings_and_symbols	0x3c994c1	/v1/gonum/lapack/gonum..stmp_0	binary_string_candidate
binary_strings_and_symbols	0x3c994e9	/v1/gonum/lapack/gonum..stmp_1	binary_string_candidate
binary_strings_and_symbols	0x3c99651	/v1/gonum/lapack/gonum..stmp_10	binary_string_candidate
binary_strings_and_symbols	0x3c9aecc	/v1/gonum/lapack/gonum..stmp_1001	binary_string_candidate
binary_strings_and_symbols	0x3c9aef7	/v1/gonum/lapack/gonum..stmp_1004	binary_string_candidate
binary_strings_and_symbols	0x3c9af22	/v1/gonum/lapack/gonum..stmp_1010	binary_string_candidate
